ID,tsne_1,tsne_2
202102,-56.88659,32.460003
124652,-17.00296,-76.5312
105080,-61.960613,-45.88896
31290,-52.73312,-41.810184
188287,44.721302,7.5507946
184440,6.9690623,-33.17217
139727,37.47862,-14.535906
66137,-38.879406,-50.752773
168477,13.352439,-21.165144
64928,23.298063,25.830587
38104,-48.68369,-15.282951
49041,-59.62976,-44.30861
167846,90.77439,-0.6970893
54723,-28.75888,13.907048
201190,-15.009622,15.64251
106503,24.976467,33.28851
186316,-39.11087,8.551317
95563,5.016697,-34.757084
123762,1.5918795,78.20026
115490,-58.52982,-51.36335
84913,11.7658,21.852568
174377,-22.04075,-77.22784
12321,-44.160908,6.5189404
30925,-41.552578,6.7785583
119297,-27.218058,-18.419613
9358,14.333005,11.933683
65992,35.801193,-8.283768
187789,22.868736,-35.104946
5022,26.866549,54.31259
2863,-66.81084,-1.7925503
123543,-31.000515,48.605988
55791,19.868666,26.750256
119709,7.003983,64.23655
24356,46.441414,29.032032
10045,-37.304474,-15.756955
95284,44.207516,51.339832
75906,7.443558,66.68797
111465,-8.93193,58.3489
46570,1.5107365,73.13078
25285,17.68554,5.2085366
94604,21.1772,26.03089
92333,0.14454632,-34.487373
181343,-9.323283,-71.9541
188061,-48.639748,-2.8439882
168378,-26.106232,42.90115
140743,-64.42841,-0.6159075
181387,-68.265495,5.9333496
104022,-41.314125,35.237442
161024,41.085175,25.31734
149525,-34.276688,-52.052475
24494,30.21251,-40.37596
80829,8.305063,-16.59331
1411,-73.93297,12.78291
173827,-5.669385,13.424031
85740,-1.388564,19.529402
141066,84.59399,4.096662
24936,-9.217752,-72.80418
43900,11.04214,-27.528927
92383,12.289887,25.248764
160088,1.6833149,42.063858
150137,39.300976,-14.041788
32288,25.793566,28.121086
60423,19.96041,24.918756
48687,34.010475,-9.650684
20359,48.31945,-32.96848
150920,53.776703,-13.2308445
106722,9.435515,-27.37609
173253,-22.376196,-58.312233
125310,-0.65942585,-34.413475
36752,14.714748,9.46334
200647,64.95424,-31.034298
26174,-41.89479,7.205887
6234,-13.877117,14.106582
71624,-59.00265,-45.414837
178784,17.249414,4.672104
98559,42.04124,24.575048
47682,20.74486,12.762232
72638,-0.93269557,-25.341236
110166,64.24607,-32.488045
156961,40.27779,32.011368
165802,-15.310513,13.550823
192262,-42.99796,17.618244
86381,-2.2247403,-25.06981
117002,-7.207288,-3.4041574
124977,57.711353,-19.870123
154051,-29.029194,-21.632454
135463,59.957527,31.023815
67079,6.5054374,21.510422
113470,58.331665,28.79026
1300,-18.008535,37.715668
20807,-47.874462,34.93486
29835,57.827244,42.887833
3676,-30.905867,-6.9853454
38610,-11.311423,60.07247
121079,23.341038,40.2962
172871,85.83168,19.492844
123275,-20.330603,-59.982452
124400,41.441113,1.153902
176939,-34.176365,15.988411
60559,2.608636,81.86666
75425,35.033627,-10.489865
67304,18.09124,23.020422
173508,-20.719444,-50.731194
61669,-27.145716,44.721268
126459,3.045522,0.07760563
41894,-52.636272,9.399661
58196,60.310883,31.652966
21885,-3.0948095,-36.783188
142989,-46.985516,29.16185
14238,21.472744,24.371166
117977,7.7860737,-34.74114
190453,-3.8739462,-27.406702
37609,-3.2995431,13.375016
145741,0.98855156,-18.150833
15560,-43.666836,-14.075031
60790,43.88589,51.784916
190507,-0.1908899,20.129442
139614,27.87985,-14.248881
91813,-35.66417,18.658686
41194,-58.633198,-46.23983
88513,-63.88911,-9.344236
32437,84.27148,3.4749603
6213,61.681515,-31.11958
184608,29.563475,60.892246
105766,-22.096388,-49.578197
120970,85.58879,12.797542
175789,26.543474,56.773884
134726,-66.632225,3.1136332
171483,-56.653847,-18.737522
31216,9.528456,-7.7643447
84593,-59.925144,-44.259586
24280,34.23019,-10.755574
99527,-32.606247,54.91434
176793,-8.524876,58.520054
109173,19.3911,-24.235031
12357,-65.56211,1.6340454
62078,26.633076,-37.94762
109855,-67.08838,6.7481
108094,58.101357,30.330235
89141,21.040844,-36.8989
51780,-38.864956,-50.181637
67833,48.927414,-33.13841
141959,29.333109,30.689375
163346,-27.63476,3.4490557
32425,49.879734,-13.285005
141285,61.81777,6.9294987
151452,59.252785,9.373592
95480,-28.025509,-17.702272
187043,4.498917,-4.3174086
137475,-45.888657,5.6512785
175697,5.36515,21.387794
31281,24.18852,-3.0761344
105671,-46.022274,5.6404924
39193,29.47872,-41.179504
81829,4.5407033,-26.409536
80796,-78.53807,-21.644724
66586,14.124569,9.065782
285,-42.681324,29.04965
57686,-10.03184,22.432377
65368,-28.601124,-19.206293
6662,19.23095,-65.90309
67137,92.32273,-3.6602442
78997,-44.982235,-49.959457
1457,14.058424,-64.41879
165807,-48.449226,-15.655428
26778,17.460173,4.9722557
29305,34.463997,58.057983
42820,-14.411562,-51.329594
125190,53.27344,-7.507943
193615,8.651893,-27.488342
173164,-45.14005,12.913135
73615,9.607026,-18.208403
77369,-9.362097,59.51642
168821,-30.220945,48.535606
142731,2.1915042,81.60476
117866,-49.462185,-6.704591
40370,62.142838,-0.48802266
130718,-7.152779,53.160416
121749,1.939269,-31.061054
91029,-45.484173,1.6307383
53649,22.181246,6.049093
142843,-7.3499455,5.3382545
23465,-28.370659,-13.774523
181399,85.45817,16.4018
90893,2.748712,82.13992
140022,19.550037,26.625193
170950,-45.080406,-49.32423
164745,-14.923546,-75.13997
1748,-8.820693,-3.5267673
172754,33.390537,-8.478007
35828,-47.09917,-48.183052
24679,-37.735943,9.486849
61808,-44.66881,2.0163438
62826,-6.656439,45.752777
118757,11.088281,46.15451
173343,-66.93418,3.8157911
59958,86.69392,18.94593
187886,-50.660847,19.83455
58580,49.89382,-31.025623
149170,-57.66243,-10.152366
105720,61.1287,4.796932
74595,11.33484,45.7625
163110,35.475227,-12.579658
87394,58.98646,28.151033
87119,-68.39146,6.1542497
51760,57.386692,42.81388
131244,1.908867,42.036423
112377,-37.750305,22.523016
192761,-52.43142,-22.341824
25434,58.658817,-12.966247
63494,-2.6887572,19.316822
162551,14.12089,-7.0791254
142061,-6.5871525,12.861597
146548,-50.65732,2.3564615
86051,9.871257,45.222725
136267,-50.7934,-16.006151
111753,-50.672974,-16.210758
194525,43.188522,51.401814
170970,30.829082,-42.64959
27542,-18.098719,36.860016
44164,59.836132,-27.287983
157574,-54.87381,-17.344809
126747,14.71172,14.15791
129313,-30.261051,-22.028421
5324,-3.0428896,41.275166
43932,-9.750234,46.633766
154744,62.133457,4.8129525
128911,35.583874,-9.843255
177883,0.122615665,62.50699
27054,4.7253733,-35.067093
169191,-70.319,7.552207
172672,-30.473139,-21.064371
126893,-50.469193,-16.94608
104063,60.220264,-27.524485
85537,67.896065,-27.533312
59034,-4.0080686,-69.56662
40114,2.4955006,-35.275513
132188,2.1308763,75.47596
105554,-28.736683,14.618783
170620,-37.185104,20.038992
175870,25.20828,26.847193
14355,-25.981117,-54.67895
170154,-49.02337,28.110382
156179,-63.051327,-6.5151606
108178,22.96062,38.605003
173894,43.149788,9.224865
30724,20.257322,-33.36575
96152,2.5278842,-24.226788
40945,94.534256,-5.0565214
190000,48.82225,-32.415783
100594,60.045635,-29.2927
29043,-45.664734,-49.05972
89208,-2.643082,19.343481
198329,45.811604,51.346016
160160,-11.129865,-50.69959
177428,-51.71208,-22.276844
133231,-27.562775,-77.72553
150795,-17.693102,-76.90686
163650,2.7327168,37.800365
78144,19.678085,7.868736
49828,37.050446,44.02113
151349,-31.052626,-18.720068
76926,26.340761,39.923065
16626,-1.5073348,60.16564
36875,-73.650826,13.172825
123117,-11.514496,-50.401974
3161,-57.013943,-11.27202
57319,15.902579,-38.006493
97988,85.597626,4.587614
58321,3.4147916,-36.343517
87795,-38.788548,-15.238051
101,19.442173,21.230833
107684,-28.186407,43.174282
75521,-49.73967,-47.991234
158489,61.809982,6.9558334
109457,-42.79691,23.27058
86908,-30.97389,-54.166737
97144,40.53719,32.673546
182032,-7.11917,48.916206
19639,16.115412,22.967272
59206,55.630947,-14.7817135
91479,-80.19256,-17.097795
134793,-47.516132,10.246542
119711,-13.529363,65.28592
128753,-23.753534,-57.58605
91217,22.629807,19.738317
32958,50.751907,-12.4099045
181351,-17.551153,-54.548397
7627,-54.893574,-46.03021
156337,87.42451,2.3819036
93883,-0.5166535,61.63722
192243,59.241642,29.510704
92913,38.971138,-15.905044
2815,42.548206,-14.066085
129376,-48.039818,-4.877764
31555,-44.280952,28.476423
193545,-62.246105,31.439196
45669,49.632915,-32.653294
169518,-9.328622,-4.2004223
163592,-57.115097,-17.98598
105465,4.660109,81.62954
70165,-13.46481,40.194416
37793,-56.635067,-18.699228
113509,-41.67582,28.725119
121202,-6.8116684,5.345102
153562,-53.025295,32.225212
121628,59.554115,-15.114993
60395,31.599686,-13.627608
174454,-27.850647,-51.08972
143767,-16.601007,38.043427
139241,-54.89056,-17.289118
110795,12.542093,-36.419277
97790,25.652771,52.255302
84980,-79.30783,-19.169786
78015,-3.6613603,17.216875
113698,-22.680504,-78.079575
128488,21.807898,21.130985
124924,-64.93413,-0.46858665
83356,-59.730953,-52.62855
122637,-73.48175,12.643355
56266,-33.53473,-5.1722636
32436,-55.969368,-19.879757
134897,37.022446,3.199266
148828,-35.533726,-5.4843397
54893,-28.675772,13.966798
3426,-47.584267,-50.83312
67220,7.78347,-34.792458
32410,-62.788414,-1.6266822
147302,-34.036327,-11.362824
174195,3.2563412,0.882956
162747,9.620225,-7.6802626
148801,-46.160545,-14.625403
189467,-35.289196,-49.887066
38843,-10.186354,45.253563
23743,-32.061188,52.63626
109549,19.032112,11.79902
162277,9.06136,44.659775
82234,15.736073,-7.016453
191914,-12.851811,-48.930283
15580,29.504782,27.38451
58199,-63.780342,-9.921288
179582,22.952803,41.84957
96692,53.9831,-22.383139
187006,21.655874,5.5111623
82422,-55.64344,-20.146933
137383,34.1555,-13.502649
59298,-63.6926,-9.174366
135860,-38.518078,-50.814213
131710,7.1553383,15.300382
91943,53.35985,6.858906
146600,-76.58904,-25.17958
12036,37.068233,44.00515
46430,-26.711111,-17.573315
114603,-49.932648,20.26841
44409,-45.249977,12.271635
36301,50.4061,9.993629
53422,58.598904,-20.02582
87326,71.82868,-27.98803
95141,63.559322,-30.260103
28502,-2.5174448,10.001315
193671,-4.331763,17.597433
152781,25.81454,-30.005346
109854,85.584785,17.626535
21224,48.762184,-10.976043
184919,17.258339,-67.79711
145721,-28.105125,3.781624
29370,-44.083584,18.416035
116138,34.22452,-13.475374
28355,-24.74422,-24.003515
104219,52.13001,-20.236265
32776,51.987766,-18.919363
166261,-57.57481,-21.189255
23366,15.53665,-6.940796
128828,4.758908,-4.646258
132009,19.147383,10.033534
156401,-25.720654,-78.1075
138099,-44.715553,-50.075916
27247,-64.88887,-4.5388384
85234,-15.287411,66.81838
26519,-3.8994355,-22.525948
146094,27.220047,27.39234
9025,-54.958057,-46.360947
26963,-68.63941,7.0264673
103633,88.013084,0.89533025
13249,-9.1347275,43.399364
197729,-10.875348,-53.542778
133819,34.34869,-3.6245008
83830,27.34184,-14.316613
133353,22.7868,20.985376
47844,-22.469357,-77.07876
197875,25.315323,-35.61191
41470,55.437008,-15.04009
8345,59.836006,7.1640677
52145,11.058502,-19.377731
47235,-5.933085,-19.435999
120446,-25.75654,13.195412
100803,-60.32159,-44.283997
129845,-54.91196,-46.07253
5047,-61.804825,-52.270355
92369,11.625577,-15.50101
121094,19.447208,-25.349163
119721,33.751133,5.043814
93673,-57.327442,-10.802234
26540,26.293066,29.632498
46372,62.46216,7.346557
13396,-64.57689,-4.7174983
57088,-34.293663,-54.660717
72986,10.543608,-15.187205
31406,-49.853394,-46.510475
182412,39.495415,44.48001
1790,-30.69692,-17.834255
77464,3.2149649,21.298046
107683,-16.040178,66.97598
135328,11.414753,45.89055
29665,1.6487926,44.778717
56640,41.351437,1.2065532
50475,-40.6325,28.437946
122331,-22.215927,-49.57436
4904,-62.256123,-2.4115725
38940,89.854744,0.17093216
47475,-9.455163,-71.82472
56393,-66.31113,2.5698195
124521,25.642841,-13.735161
25175,61.476654,9.814829
53727,-14.5149145,13.904231
157771,85.77174,20.699295
109423,-38.31229,-15.143705
83858,21.244108,-36.899757
105607,1.7743067,77.23227
148506,6.453673,63.996307
115589,4.0560718,80.53878
155104,-37.693726,-52.962975
108990,38.297012,-2.3789191
164351,10.918104,21.804422
92443,17.331455,-67.760956
63550,59.46766,-15.028122
46070,24.998459,-34.94844
176975,6.113245,42.757236
109022,-6.33246,43.91215
49378,-52.87953,32.483063
8948,-48.497574,-15.653665
4622,-52.91251,-4.036477
40101,84.79548,5.3677807
74798,-21.67287,-54.513805
91108,-51.34794,9.87355
13996,28.330889,30.41783
87183,57.48305,1.9672533
101384,-21.076124,-49.34822
23006,-56.57381,-6.747406
29158,16.246103,-63.7775
87832,-44.812256,18.137354
154140,-32.66853,-7.16399
67624,-81.086365,-14.261868
164191,16.201208,27.21028
38564,-32.696625,48.039944
74156,25.839869,56.31556
58236,39.383633,49.405884
180846,-16.205206,67.61761
133948,14.040657,-64.39859
176827,-48.099613,-47.82815
23195,-22.64727,-58.07615
115588,13.144224,27.014421
139914,45.993717,28.516087
140542,19.758343,-37.24394
53647,-43.435677,27.821735
50751,-41.76634,4.877932
40957,28.96543,50.72724
106375,23.817478,27.841005
86514,-34.12706,-51.335968
194997,26.010193,55.33831
178536,-7.4737225,-70.74254
95362,85.01407,12.792196
141728,-10.789053,-72.645744
121145,2.8744583,-29.35809
75408,13.692738,-20.213242
99724,16.389292,-65.095024
13711,57.971054,28.521473
83073,-8.808726,-72.68614
15000,-2.6698909,-23.285759
75329,-22.10863,-77.570274
145641,2.8663023,82.09834
17499,17.434345,-63.040085
107333,-45.213886,21.64044
143243,11.837178,-18.617146
72895,-31.28902,-19.158121
151366,57.63291,1.9496876
174414,44.48452,8.084224
202681,-13.600392,39.766064
81088,5.1575623,-17.897223
127505,1.5822413,79.078094
13306,-14.631466,-48.533398
32528,31.898968,-42.25174
182452,57.97406,2.1768703
98773,39.65096,-13.295849
64854,15.167066,-35.603252
42840,17.056053,-64.72519
98153,15.9472,26.043041
42823,-35.91543,-17.432386
40047,55.864548,41.643383
34967,-48.386703,-11.604379
173706,86.17433,2.9209538
22833,6.21307,40.000347
45358,-38.168507,22.63778
197047,5.8675766,43.01529
173085,-53.628822,32.533504
195291,-4.5229144,38.47589
197114,14.362098,11.718775
107499,84.59177,5.845424
89263,-32.53131,53.735867
30605,58.297585,5.930981
157216,-26.439997,44.213287
70003,18.860447,-66.4164
174271,-73.90248,13.985782
86121,36.06332,3.2000937
21313,48.24776,28.8342
174881,58.66322,-26.726955
137272,-51.50338,-42.394585
119274,-26.563643,43.38384
192228,26.037354,38.984863
63432,15.270977,-24.24991
114626,-8.844667,-1.9811585
110393,-6.0673356,-3.733788
95786,-1.0775375,44.324306
144044,-44.55965,29.099615
55447,3.211911,21.30134
60462,19.256205,6.893876
34240,-0.38990977,7.079238
122981,1.8894175,-31.1716
89134,-6.929486,16.55362
60622,-49.651577,-46.554035
82123,24.60238,-35.241146
86165,-16.083752,67.44911
156392,-7.9186,57.07655
198392,23.84208,41.035122
198630,35.766014,-4.517099
197996,25.092537,34.803825
32738,-53.970463,-46.757652
10144,27.229073,40.902435
43353,32.536827,-42.850975
66615,-50.351704,27.768904
158263,91.35225,-4.6736946
78722,-44.261467,-14.137774
75097,-4.432105,17.007217
177617,10.889295,-28.775776
177325,15.695986,24.25233
194633,-49.622593,-6.6674194
116870,-28.56602,43.729813
199851,42.43815,24.475237
17500,-6.9405866,7.7373815
186166,90.55753,-0.67087775
115556,-9.46501,40.596985
24699,44.877354,10.652271
73308,-52.474586,-47.68255
173608,25.319815,27.85282
94993,-31.316204,47.36229
146806,-29.901344,-21.441784
100698,85.35495,18.113676
198302,24.67079,32.868294
80778,-11.260775,-74.506226
184015,18.077448,-67.21828
91630,26.303623,-28.873985
169608,-27.926075,-14.921869
134200,-48.538895,32.297035
119570,-44.483276,12.191269
98465,-16.875208,-48.863487
36254,14.872644,-7.284991
34913,-25.773174,13.276581
191870,-57.484383,32.91629
47096,45.25036,-10.961437
149355,35.244244,-13.575498
23587,71.90582,-28.377516
21703,-28.47185,44.58388
167612,36.865597,21.49488
84344,-52.33901,-40.383625
177317,-28.049953,3.555236
142764,57.23204,29.444057
137581,26.917189,-38.25014
130162,12.496761,26.415443
74905,87.01453,2.2861073
9492,-49.00334,-47.638775
93241,-4.090975,-22.312668
126452,-56.53549,28.094135
81799,22.738926,-34.678425
1923,-8.960835,-1.330176
90908,28.981047,27.345123
134326,3.0180376,-32.862507
152294,85.627144,3.6844833
151747,19.53069,9.084913
93096,-54.99918,31.59534
17269,-28.893055,45.31458
189756,-37.072674,21.842487
38836,-59.59762,-4.9387393
42948,60.167927,-12.047846
22698,-57.660213,-10.210427
105895,30.342175,29.16816
156511,-44.54079,13.13109
91681,-3.6824436,17.657269
2538,60.1371,9.452573
148013,-21.7572,-77.85672
160621,-46.293564,4.6353693
119355,-38.018166,7.803538
25019,-15.741775,18.58447
172099,60.444843,-22.515741
180075,58.471786,-22.099495
179170,-35.33936,-11.133206
158753,-57.321762,-9.824465
140692,-64.84686,34.742764
91093,61.75627,-30.405313
78528,35.62605,-14.798938
112222,46.6496,28.411003
167196,-3.2593453,10.383401
31465,0.9393447,37.724316
29762,-51.377415,-42.33007
34254,-4.113451,53.819454
138771,-5.6011596,12.438695
174239,-38.666565,-52.477753
118856,-59.754692,-52.232624
102578,54.959198,40.632862
92705,-63.604923,-6.100786
12476,-16.062685,18.223171
55747,87.3887,1.607347
95205,-6.2000704,12.5380945
176506,-28.38689,-17.353367
160525,-35.612045,20.902082
33975,-27.257788,3.1812646
188163,25.637297,38.72869
143028,3.273457,-28.33701
18846,-56.203533,32.627533
118291,35.682697,-11.360616
89885,-44.00688,-48.414814
3745,2.5295126,63.994305
133656,56.308044,42.48227
10356,2.0521994,-8.5664625
184604,-46.080093,5.622405
191585,-8.466861,-0.998183
32153,-63.141,-12.0293665
47504,4.067817,22.363625
122918,-57.014946,-9.805532
2913,26.802698,40.677864
154427,8.9910145,47.94536
101081,-34.0039,-51.37433
162684,63.850494,-32.157185
99343,-14.632854,14.182231
85645,12.937949,25.738379
178003,-14.116651,66.58598
82286,17.257286,-30.673918
171224,19.750914,-37.246525
186107,84.69367,5.650569
168867,12.891472,25.036491
171338,85.67523,18.372808
67808,-28.259407,-10.099405
138980,-48.221252,-9.054367
186109,-19.051935,-76.84091
40686,-58.821754,-51.081646
147664,11.314713,-35.753735
165698,39.42355,49.455788
70289,60.92388,-22.844091
155521,28.004036,26.955542
12824,-15.78703,-75.19188
173313,1.145029,20.563967
117687,-49.913277,19.777065
47959,-27.40952,-14.588527
37280,-8.754472,43.17925
56026,29.719294,60.743313
164310,11.633953,-16.615608
127156,-2.4123151,-37.40022
159549,58.59457,-12.979484
37103,44.383827,29.102728
123553,28.960428,30.743717
64227,4.505708,40.882046
114328,55.810493,42.339462
42400,-9.623396,39.704586
175443,85.60608,20.045107
27697,-80.316986,-19.747175
100711,64.97396,-30.443325
60671,-60.124702,-44.25693
177024,-41.746357,5.694032
176887,-67.78268,5.435169
131774,-22.497684,-50.924397
126263,-15.369954,-55.137035
117758,2.4120636,81.92671
18683,57.274364,29.27608
176034,81.11771,6.140574
24181,59.827698,30.696913
36554,9.486607,-18.718716
188488,-26.978971,-51.01027
86548,70.41599,-28.137161
43690,11.344247,-5.963995
102954,-2.5037174,45.11444
124629,58.12179,-21.163992
134596,-64.41504,35.169735
38911,-33.9594,-5.207752
201475,-0.33027595,7.0761395
184530,-57.56784,-21.192068
25390,-12.511357,-54.329735
107105,58.866528,7.012249
76896,-50.75435,-47.298874
150898,-10.188496,-53.37397
122501,-64.778465,0.4344565
53927,29.890175,-41.668648
31870,22.56965,25.88242
